Term,pForward,zForward,probForward,pReverse,zReverse,probReverse
PC.Theory of Mind,4.880305691202043e-09,5.851202850062616,0.12453343765329417,8.148302926823192e-20,9.11119028161552,0.798900261593603
ST.Vignettes,1.0,-0.0,0.5267670157068063,3.9385218029610417e-13,7.25765718733176,0.9491862343148217
BD.Cognition.Social Cognition,3.3945572061128775e-13,7.277741204882893,0.09669357312760667,7.831577244554005e-13,7.164071064608986,0.7410632231042843
Instruct.Choose,0.4717120897499746,0.7196961621496295,0.12499516916213947,3.2218291941338646e-10,6.28771005475724,0.7916972631555701
ST.Cartoons,1.0,-0.0,0.2767775304438916,1.295212741485251e-06,4.84048708465204,0.9032525133057362
ST.Interactive Computer Game,1.0,-0.0,0.5268908662653755,2.793702974454374e-05,4.189661981600267,0.9489631193344096
ST.Interactive Computer Program,1.0,-0.0,0.5268908662653755,2.793702974454374e-05,4.189661981600267,0.9489631193344096
Instruct.Add,1.0,-0.0,0.5268908662653755,2.793702974454374e-05,4.189661981600267,0.9489631193344096
ST.Stories,1.0,-0.0,0.16959721363968316,0.00012093733102130254,3.8442182699319543,0.8423318979794634
BD.Cognition.Attention,2.039978200976542e-58,16.113827126087667,0.06334806061352999,0.0004710848609003654,3.4966809610701444,0.6031368095529492
RT.Button Press,0.0,inf,0.05297400305569369,0.0007491896880147022,3.3709150037664686,0.5826566946212534
PC.Divided Auditory Attention,6.648439571826862e-07,-4.971361368963488,0.13087620860130375,0.0007928170668360755,3.3552904127503087,0.7959175145728434
ST.Acupuncture,4.083270483307727e-06,-4.607098274645653,0.12287040122802234,0.0017462959264890312,3.1302970940543564,0.7825631331292252
PC.Reading (Overt),0.3685528181863964,-0.8991874607953882,0.08666162844994961,0.002067076347262343,3.0804217900014947,0.6944848171176984
PC.Magnitude Comparison (Non-symbolic),1.0,-0.0,0.19350966784513987,0.0024292435253644054,3.032018453474665,0.8612834103981054
PC.Acupuncture,7.857619078720407e-06,-4.469027059882871,0.11931265561780267,0.00247841406117278,3.0259644920455995,0.7760500519676374
Instruct.Discriminate,0.0,inf,0.055177072250585615,0.002644671313297639,3.0062779503845074,0.5713078792342617
PC.Recitation/Repetition (Covert),8.766828178658314e-13,-7.148598580216751,0.1267611176702086,0.0037686746970941173,2.8969019924718893,0.7888854393045638
SM.Auditory,4.5192749498910774e-79,18.827212994166086,0.06033344441405242,0.004265730195695486,2.8578120167687766,0.5811200727931581
ST.Faces and Scenes,1.0,-0.0,0.2768943855516294,0.005207256438189889,2.7939249358434375,0.902871322226161
PC.Magnitude Comparison (Symbolic),1.0,-0.0,0.1697036593579286,0.006587131601933779,2.7170265869921626,0.8418035497740051
PC.Digit/Numerical,1.0,-0.0,0.1697036593579286,0.006587131601933779,2.7170265869921626,0.8418035497740051
PC.Deception,0.005229772249677275,-2.7925293528327533,0.09398401953730631,0.009709995479869516,2.585989264523866,0.7161610307694382
PC.Go/No-Go,0.34758290445000206,0.9392879874582469,0.07289827303352495,0.009984957041612227,2.5763498192243053,0.6380347019412471
PC.Delay Discounting,0.0010558955061107588,-3.275193693099051,0.09813558366380364,0.010475897365652046,2.5597118838423008,0.7278559800823518
BD.Action.Inhibition,0.34887313917603757,0.9367772710075735,0.06991829864104775,0.02421398546350514,2.2537168687073583,0.6218438050499119
PC.Video Games,6.852150212030259e-64,-16.875175092658075,0.11505144937597384,0.02507662690495206,2.2402202615070532,0.7669203177902183
PC.Tone Monitor/Discrimination,0.08438541642520998,-1.725788794790692,0.07926114969458622,0.02571544302877567,2.2304822729517575,0.6640274478754289
RM.Hand,0.0,inf,0.0525738032951612,0.026796904020716723,2.2144635998728326,0.5558576259736623
BD.Cognition.Music,0.042528861683351946,-2.028307620674081,0.08087030662331868,0.026979972897558085,2.2118074389991285,0.6704174836681808
ST.Braille,1.0,-0.0,0.19356457242582897,0.03206977614697834,2.14353983309061,0.8610391074044854
ST.Syllables,0.001901438497011712,-3.105210193674544,0.08556220169838219,0.043130056842595965,2.0224483261396156,0.6874943403060763
PC.Imagined Objects/Scenes,0.08630293538726551,-1.715230716295935,0.07615570626275038,0.04331942364276524,2.020617039663522,0.6500491286135388
ST.Pseudowords,0.8665754390325522,0.16800996569730892,0.06945716398369185,0.043669014755132574,2.017253986811036,0.6180686118911
Contrast.Response Modality,5.393972654863624e-75,18.32330092182893,0.058198713544726006,0.04447651128526539,2.009571961498758,0.5578737138679363
PC.Film Viewing,0.8666348802719566,0.16793440872798804,0.06903499932822788,0.048472274245628805,1.9732044451472635,0.6156297590144552
Contrast.Stimulus Modality,8.71557050992238e-41,13.372834049577966,0.05918677324848291,0.05173371973117053,1.9453429197303405,0.5615843666988871
Instruct.Inhibit,1.0,-0.0,0.11776967791118735,0.06011940566990416,1.8799168897137064,0.7719227268129867
PC.Estimation,1.0,-0.0,0.11776967791118735,0.06011940566990416,1.8799168897137064,0.7719227268129867
Contrast.Instruction,0.0,inf,0.05395452310414775,0.08076960349016421,1.7462380045130332,0.5418045151909973
PC.Physical Size,1.0,-0.0,0.15190142688833616,0.08236933961930117,1.7371010298651446,0.8229020790692665
PC.Luminance,1.0,-0.0,0.15190142688833616,0.08236933961930117,1.7371010298651446,0.8229020790692665
PC.Whistling,1.0,-0.0,0.15190142688833616,0.08236933961930117,1.7371010298651446,0.8229020790692665
RT.Whistle,1.0,-0.0,0.15190142688833616,0.08236933961930117,1.7371010298651446,0.8229020790692665
ST.Air Puff,1.0,-0.0,0.15190142688833616,0.08236933961930117,1.7371010298651446,0.8229020790692665
BD.Cognition.Memory,0.0024386141772829366,-3.0308561261580333,0.07939139966975176,0.08481776452942259,1.7233914250737623,0.6629380407235864
BD.Cognition.Time,0.00043530651068670104,-3.5176985804917846,0.0823389195987248,0.08832729980648521,1.7042879781433622,0.6747180534588403
Contrast.Response Type,5.945055993193475e-110,22.278706106618063,0.05678211766282947,0.09298757434000199,1.6798445006438465,0.5458435388201965
PC.Word Generation (Covert),0.3811320592393842,-0.8758123422977057,0.06857811207609595,0.09512106864086119,1.6689813869048038,0.6114995382846805
ST.Music,0.008801948169095884,-2.61965221460809,0.0740511617443841,0.11935674618907664,1.5574792379632434,0.6387110773570577
ST.Video,0.8671901970169613,0.1672285805639415,0.06507161660759074,0.12414710160869918,1.5375973263237466,0.5910647447638767
BD.Action.Observation,0.04791617131959177,-1.978111129373667,0.06958837129970057,0.1461349703681338,1.4533198431079468,0.6158664451646286
ST.Film Clip,1.0,-0.0,0.12690494893951296,0.14788907706625934,1.4470280162321314,0.7879913339523368
RM.Other,1.0,-0.0,0.12690494893951296,0.14788907706625934,1.4470280162321314,0.7879913339523368
BD.Perception.Audition,0.15092671779239894,1.4362658140270672,0.06241186207680477,0.15968559042731362,1.4061297812696896,0.57409950128414
SM.Visual,0.0,inf,0.05183537649074871,0.1796510739996419,1.3418301499560341,0.5389435764627868
Contrast.Stimulus Type,0.0,inf,0.05216179197774965,0.1985595638496741,1.2856662525169569,0.5359557627270497
PC.Delayed Match to Sample,0.9284397031680243,-0.0898081102770969,0.06319993898598646,0.20283269596760087,1.2735224933212195,0.5780018296124725
PC.Music Comprehension,0.0033158991940526227,-2.9368261652118384,0.07091632692681032,0.20797151780811263,1.2591628476948196,0.6221084617701005
ST.Tones,0.052648018095637426,1.937796802017381,0.06079253226812196,0.2190602400742842,1.2290308487370982,0.5623722669957197
ST.Animations,1.0,-0.0,0.11024180524638819,0.22112209839671698,1.2235498222973007,0.7559140849252698
BD.Cognition.Language.Speech,5.6381815910625625e-08,5.429912097270639,0.05856529487041488,0.2532719373595995,1.1424381592674808,0.5470897439562818
PC.Face Monitor/Discrimination,0.001432184086747458,3.188085041334352,0.05932859919739152,0.26709374897347665,1.1097802103807985,0.55169644013116
PC.Visual Object Identification,0.09393873813533124,-1.6749770320535575,0.0638084808303242,0.29512123425609393,1.0469530465433825,0.5804406648627753
PC.Hand-Eye Coordination,1.0,-0.0,0.09834056723789568,0.2971334275904229,1.0426003489353148,0.726338818605536
ST.Scenes,1.0,-0.0,0.09834056723789568,0.2971334275904229,1.0426003489353148,0.726338818605536
PC.Stroop-Other,2.3489480107362296e-06,-4.720820815530865,0.07374400538693995,0.3172323560296255,1.000161503307566,0.6356448873917764
Instruct.Report,2.0745587672738633e-21,-9.50121478232384,0.07952035124537471,0.32094503250490336,0.9925177349112134,0.6618630089417484
ST.Heat,0.09443090151688063,-1.6724739448625507,0.06301402929448001,0.3299564559791379,0.9742015887678491,0.5749812297932979
PC.Pitch Monitor/Discrimination,0.003863598281623534,-2.889088899988671,0.06630069623642826,0.331281253424218,0.9715363651379373,0.5953736001468698
PC.Saccades,0.050944607062100626,-1.9519460762292686,0.06338057861961598,0.3401762416195253,0.9538170810738495,0.5772330680858686
RT.Manipulate,0.001106960610828064,-3.2618285786845953,0.06652950538174812,0.36890115514354227,0.8985335723597715,0.596465274389764
RT.Saccades,0.16249713341416744,-1.3967221742289355,0.0613816813394781,0.38868055249715083,0.8620126576851763,0.5635426435656442
ST.Shapes,1.5973256565775823e-32,11.874948413417608,0.056141895361764324,0.4004903441152142,0.8407458224362762,0.5277632584134132
Instruct.None,6.106160877710158e-06,-4.5226796936141,0.06973674327775274,0.4036019648499062,0.8352055864252688,0.6145561269824175
Instruct.Experience,1.0,-0.0,0.0824746019270515,0.44702657494921516,0.7603815055919999,0.6736080472955086
PC.Sexual Arousal/Gratification,1.0,-0.0,0.0824746019270515,0.44702657494921516,0.7603815055919999,0.6736080472955086
RM.Ocular,0.16323055825486169,-1.3942883143883553,0.06034498221035159,0.4503438708858273,0.7548418651061196,0.5557477049036363
