id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9
Guionnet_2012-1	0.0	0.0	1.1648307937456126e-13	5.6188949030467586e-05	2.6602317365730606e-07	0.049553385617549565	1.9828858497817306e-07	0.017528175564739262	0.0
Hallam_2014-1	0.017358860480638887	0.04117824847817954	0.0	0.0018664773205351697	0.016308021662135377	0.00010678033718211306	4.843048254485715e-06	8.460788209762258e-05	0.008038109851938207
Hu_2018-1	6.213028012575644e-06	1.0291245839389113e-08	0.024040701458311484	4.203680287966993e-06	9.897228768511523e-07	0.042243548376714894	0.0187219765216158	0.08814327693835333	0.01636521500611997
Izuma_2010-1	3.5495773417883987e-07	0.005006211532482973	0.0	1.7688389717244517e-13	0.0	0.0	0.0	0.0	0.0
Jasmin_2019-1	0.010534545668669059	0.014173887364758882	0.006110549744541519	7.400463964049975e-05	0.030236658499638493	3.8460362260318525e-10	0.0004519426269517404	1.1125601995739984e-05	0.03071915914959304
Jensen_2014-1	0.010963294934409222	0.0	0.01045636107533051	0.0	7.026719564433469e-05	0.0	0.0	0.0	5.66308770165816e-06
Jo_2020-1	0.016723678663829775	0.002459978902977195	0.009138811514685704	0.028126161691772317	0.0	0.009117259551147975	0.012974742813432439	0.0	0.001687810078374669
Kircher_2009-1	0.01795639173525055	0.0060324936932503745	0.003490163389842288	0.0	1.4427873659837433e-05	0.0	0.0	0.02007563720716457	0.040309932139776634
Koike_2019a-1	0.0	0.0013562852475849478	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Koike_2019b-1	0.03593838621478229	0.034783836693082	0.0	0.037993966421850094	0.0002645451690483153	0.02892532157592522	0.0	0.0	2.601205572559929e-05
Kokal_2009-1	0.0	4.592028027588306e-08	0.03327318603492262	0.0012940381040357771	0.0001910246867858409	0.002052501822896288	0.011775342630071711	0.041903735788920204	8.537568650460156e-06
Krach_2008-1	0.0006907641924410053	0.03011858947324043	0.03188671812961691	0.03847628841191388	0.0	0.0	0.02561068766182071	0.0	6.2455205804881965e-12
Krach_2009_Study1-1	0.0	0.022754715426422482	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krach_2009_Study2-1	0.0	0.011691758376840564	0.017297040048926664	0.0	0.0	0.0	0.022600910403253297	0.0	0.0
Kuhlen_2017-1	7.029739567044919e-06	2.5391385002978908e-06	0.0	8.715443743774771e-10	0.0	0.0	0.0	0.0	0.0
Langavant_2011-1	0.0	8.444572172305635e-05	0.0180040005119863	0.0	0.0	0.0	0.008688940207601909	0.0	0.0
LeBouc_2013-1	0.010886908126457352	0.011428745974266224	0.0	0.0	0.028576033924627053	8.78527107775553e-05	6.227293941312487e-11	7.801870377048907e-07	0.0
Lee_2018-1	0.006254140030914017	0.0006353837491941367	0.005740404891317738	1.947765193060379e-06	0.03492338395843783	0.04254518734330289	0.009829368079023095	4.635124933406166e-05	0.0011288618463199496
Lemmers-Jansen_2020-1	0.04573011115949786	0.0344828378123992	0.000301356080159533	0.03647720550991304	7.1705477561701336e-06	0.07707176157069658	0.020886261123545653	0.11644171943695482	0.029142582546587435
Lopez-Sola_2018-1	0.00010032274184101552	0.0045370176193601916	0.0	0.022057729329516503	0.0	1.1440091490328045e-08	0.0	0.0	0.0
Lopez-Sola_2019-1	0.00301463311876218	0.01818772396265743	0.0026031803999361502	0.022168518291559046	0.0	0.05144102195758065	0.0	0.0	0.00015422992027214335
Ma_2018-1	0.0	9.422309809157302e-08	0.0	0.0	7.5990287558479e-08	0.0	0.017270626288434905	0.0	0.0
Matsunaga_2017-1	0.017718999291804472	0.010578874967898028	0.015596306331483767	9.089686115407157e-09	0.04555016655810821	0.0	0.022198457889375186	3.6050567871611964e-06	0.0
Miyata_2021-1	0.023479641865009834	0.03478704576450247	0.04222760950277126	3.6055485043046097e-10	0.04762198328532151	0.0010760650769789364	0.01474570782324064	0.0	0.04683874577019122
Molenberghs_2014-1	0.016180524398019164	0.009396453610043107	1.0962272818283245e-06	0.0031059742212502487	0.0	0.0	0.0	0.0	0.0
Muller-Pinzler_2015-1	5.463274882838935e-08	0.019081957866492912	0.0004514205850559009	0.0	0.0	0.0	0.04876168639982961	0.0	0.031951422114141446
Nagy_2010-1	0.006371303420615134	0.0	3.113653090615113e-05	0.0	0.0241169580211535	0.0	4.607256871382078e-06	2.6549269635125467e-06	0.0023302559909406436
Newman-Norlund_2008-1	1.2803471047260917e-05	0.00073236774372431	0.02582527341575508	2.6274593360748506e-10	0.008616204220178881	0.0699700327105371	0.026502945059473846	0.02054743067276865	0.06586539451034663
Noordzij_2009_Study1-1	0.0	0.012057460951101277	0.011443385680720732	0.0	0.0	0.0	0.0	0.0	0.0
Noordzij_2009_Study2-1	0.0	0.0	0.00733418909919818	0.0	0.0	0.0	9.329265235502278e-05	0.0	0.0
Ozdem_2017-1	0.0	0.0	2.0747311139420327e-06	0.0	1.0022995885642212e-09	0.0	4.423269260858729e-07	0.0	0.0
Pfeiffer_2014-1	0.0012982564430950795	0.0009793232510907934	0.0	0.0013859550698784916	0.0	7.915256385309895e-09	0.0	0.0	0.0
Polosan_2011-1	9.133459432393142e-05	0.008591443859752091	8.461432631055839e-07	6.674036509696827e-05	0.0	0.0012859655277276025	0.0	0.0	0.0
Radke_2011-1	0.0	0.00832726018466166	0.004560953562736533	0.011045471469424016	4.046053881755813e-06	0.0	0.0	0.0037244525895011146	0.0
Redcay_2010_Study1-1	0.013127303068188581	0.004869685821884951	0.023911349655125164	0.018160696497424484	0.0032567989606240248	0.0	0.0	0.0	4.543169770051811e-08
Redcay_2010_Study2-1	0.011338194321698199	0.0001744323795575013	0.019980091831173136	0.0	0.0030070873646763216	0.0	0.0	0.0	0.0
Redcay_2012-1	0.015234639880333021	0.017126954401712743	0.04002083290928315	2.1355967143734806e-05	0.030063685297562422	0.0	0.01813216981617135	0.006625908833092584	0.0006913480350226885
Redcay_2013-1	0.009229877227087051	0.013899368040051891	0.018749696888885135	9.573176122741053e-05	0.003539883997091252	0.0	0.018409955411491527	0.002193751373053338	0.0013992676329593655
Rice_2016a-1	0.0	0.014724195245115443	0.0	0.0	0.005535428851907423	0.0	0.0	0.001000278366001082	0.0
Rice_2016b-1	0.0	0.0	0.0036732143373532323	0.0	0.019095486264296153	0.0	0.00415844654231985	0.002774680756797157	0.0
Riedl_2014-1	0.0013780928902371952	0.00697648048249843	0.0	0.0	0.0021561774494675743	0.0	0.004104582212888015	0.00013934158968914248	0.0
Rilling_2004-1	0.01620543877001657	0.011291559770571082	0.025505565118063688	0.006827251748108404	0.0	0.02153298226190632	0.03767459074573214	0.0	0.062108398857559574
Rilling_2008-1	0.019577961361883663	0.010503990251092334	0.00835845647523701	0.03363151531374039	0.01935427395189693	0.0	0.011325827028117902	0.00011922490166952993	0.0033301898736240545
Rilling_2012-1	0.015764127032895946	0.003422495004389632	0.0	0.0	9.823081580955028e-10	1.4409577930577283e-05	0.0020233104802206826	9.229045407322793e-06	0.0
Saito_2010-1	0.008223366436454306	0.01528078713460922	0.013994006783658556	0.025661169216828907	0.0	0.0	0.0	0.0	0.059086368939700235
Schilbach_2009-1	0.0	0.0007511269623776411	0.0	0.0	0.0	0.0	2.1217518441410452e-05	0.0	0.0
Schindler_2019-1	0.018795685810024585	0.02027260335730973	0.0	0.04535381549246337	0.0	0.0	0.014018235991260387	4.948157322263402e-07	0.0
Schippers_2009-1	0.0	0.0	0.014149964080210735	0.0085751908624523	1.7805211780272698e-10	0.023811631206599543	0.00013872182158615915	1.3771455937195961e-05	0.013314218495910765
Schuwerk_2017-1	0.0	0.0032298182699932398	0.0	0.0	0.0	0.0	0.015148644207709418	3.0760757452889894e-12	0.0
Sequeira_2021-1	0.02942033823202543	0.006207363922473582	0.019117839311086838	0.033708248623246735	4.3493620647789386e-05	6.075085207137416e-05	0.019824374396829717	0.1062344570681075	0.0022488432393265754
Shpurov_2020-1	0.017284740650313622	0.014078995903489901	0.013152985929664029	3.7260867694456e-10	0.0010180220474036712	5.6712494909360706e-08	0.022337793445612333	7.92626410322592e-11	0.0
Sip_2010-1	0.0	3.1517261622221205e-05	0.0	0.0	0.0008395732822527123	0.0	0.01121653536162018	0.008636288242197112	0.0
Sperduti_2014-1	0.0	4.5029814578988855e-08	0.0002821685405078637	0.0	0.0	0.0	5.1758665365508283e-05	0.0	0.0
Spilakova_2020-1	0.014842440071767379	0.016337801929543757	0.034785490873370545	0.011153620647710348	0.008528634365161337	2.356866919386894e-08	0.02944611535198525	0.0	0.0601040789700048
Spitzer_2007-1	3.843671328099122e-05	2.289088381446224e-12	0.0	0.00023140974155895394	0.0	3.0474254913253178e-05	0.0	0.0	3.19224944428155e-06
Sun_2016-1	0.0	0.0026980861136082185	0.0	0.0	0.0	0.0	0.0252721939844505	0.0	0.0
Takahashi_2014-1	0.00014057762310349861	0.006705482276164911	0.011339621393851041	0.0	0.01403542734747583	0.0	0.01453763242583772	8.396453117739167e-07	0.0
Takahashi_2015-1	0.01272571368537719	0.001508938883297437	0.0038749787221476857	0.03458260076145801	0.026327112900708525	0.0005810635898748222	0.02399155663135026	0.0	1.4102816300873008e-05
Tamir_2015-1	0.0	5.368316560114508e-08	0.0	0.009658658462004793	0.0	0.0	0.0	0.0	0.0
Tomlin_2013-1	0.03452426531330952	0.0211051858786147	0.007050208634522009	0.05097264704398575	2.718484654443881e-07	0.06540333606216493	0.0	0.04838846614181183	0.0005702353886155698
Tsoi_2016-1	0.03741024952221379	0.025846757983237198	0.022731598473067587	0.022829077249065344	0.07853901915928485	0.02201471491648607	0.028343120444677523	0.00022472336179136853	0.0
VanHoorn_2016-1	0.007016601955794779	0.012116855404495286	0.01283547197012849	0.0001894670226241323	0.055199856000442235	0.046435176758518174	0.02835855889362496	0.05424332079185209	0.06308596895883264
Vanlangendonck_2018-1	0.035990541936956964	0.018631551901038924	5.979866947190968e-05	0.06270817372579099	1.6884015424744454e-09	0.0	1.9564175268515695e-06	0.0	0.0
Wagner_2015-1	2.1132207383511545e-10	0.00048275864735374495	0.0	1.1286788173261945e-09	0.028877187833526382	1.856402057553172e-06	0.04333481384273466	8.70833507566605e-06	0.0
Wang_2019-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.706447521455793e-07
Warnell_2018-1	0.01701652940388131	0.003545343906291726	0.014426080382450239	0.027289413855565006	0.0	0.0	0.0	0.0	0.0
Wilbers_2012-1	0.0	1.0092982262300943e-08	0.00012474217953160026	2.452369604522902e-10	5.139237980420768e-07	0.0	0.00047396174856512195	0.0	0.0
Xie_2020-1	0.0	1.279184090574592e-06	0.0020256482776694553	0.006237792036310089	0.00805024550444098	3.9301017437472213e-07	0.0004567039979479332	7.236256392874324e-07	0.0
Yoo_2020-1	0.003910734860539635	0.007015916883317571	0.0006799676553098488	0.0017406342902475272	0.0012251837404347312	0.0014031598527895553	0.0	0.0	0.0005636671496520632
Yoshie_2016-1	0.0	0.0	0.0005173034369565014	0.0	0.0	0.0	0.0	0.0	0.0
Yoshioka_2021-1	0.10150077621213652	0.0718535001771928	0.07914432085549526	0.08216182174553986	0.08092823097138976	0.08716943696247997	0.11396339951748666	0.10284858711158078	0.10021454902935759
Zimmermann_2019-1	0.0015126850298584687	0.0007600369704567302	0.01187135945013026	0.0008362469184075438	0.0001816746805912862	5.13608460539979e-07	0.0	0.0	3.3926207407776264e-08
deQuervain_2004-1	2.0402497504943766e-10	0.00045205393559436083	0.00022733132710019868	0.0	2.623296062186329e-07	0.0	9.55754171799311e-07	0.05582258238371516	0.0
vandenBos_2007-1	0.0	0.0	0.0	4.8852164144029625e-12	0.0	0.0	0.0	0.0	0.0
