study_id,Space,contrast_id,X,Y,Z,id
Yoshioka_2021,MNI,5,-16,-6,-8,Yoshioka_2021-5
Yoshioka_2021,MNI,5,36,-32,48,Yoshioka_2021-5
Yoshioka_2021,MNI,5,10,32,26,Yoshioka_2021-5
Yoshioka_2021,MNI,5,4,50,18,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-8,28,28,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-20,-86,20,Yoshioka_2021-5
Yoshioka_2021,MNI,5,10,46,-2,Yoshioka_2021-5
Yoshioka_2021,MNI,5,10,40,12,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-12,-20,68,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-12,-74,12,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-12,-88,6,Yoshioka_2021-5
Yoshioka_2021,MNI,5,30,40,28,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-10,-24,44,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-22,-50,60,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-40,-72,6,Yoshioka_2021-5
Yoshioka_2021,MNI,5,10,-52,24,Yoshioka_2021-5
Yoshioka_2021,MNI,5,28,-46,60,Yoshioka_2021-5
Yoshioka_2021,MNI,5,14,-28,40,Yoshioka_2021-5
Yoshioka_2021,MNI,5,8,36,50,Yoshioka_2021-5
Yoshioka_2021,MNI,5,18,-90,22,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-12,-66,50,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-10,-96,20,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-18,44,28,Yoshioka_2021-5
Yoshioka_2021,MNI,5,12,20,34,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-8,-82,20,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-26,40,28,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-38,-40,50,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-40,18,20,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-8,-2,-2,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-34,-42,-14,Yoshioka_2021-5
Yoshioka_2021,MNI,5,54,-56,44,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-48,26,38,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-4,-58,36,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-10,38,14,Yoshioka_2021-5
Yoshioka_2021,MNI,5,20,-56,58,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-44,-26,42,Yoshioka_2021-5
Yoshioka_2021,MNI,5,18,-6,-10,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-56,18,26,Yoshioka_2021-5
Yoshioka_2021,MNI,5,6,52,4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,30,-22,-12,Yoshioka_2021-5
Yoshioka_2021,MNI,5,10,-2,2,Yoshioka_2021-5
Yoshioka_2021,MNI,5,34,24,36,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-38,-52,-14,Yoshioka_2021-5
Yoshioka_2021,MNI,5,0,-10,-2,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-56,16,16,Yoshioka_2021-5
Yoshioka_2021,MNI,5,42,-62,4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-36,-76,24,Yoshioka_2021-5
Yoshioka_2021,MNI,5,20,0,8,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-60,-46,38,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-24,-20,56,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-30,32,32,Yoshioka_2021-5
Yoshioka_2021,MNI,5,20,26,40,Yoshioka_2021-5
Yoshioka_2021,MNI,5,38,-56,-12,Yoshioka_2021-5
Yoshioka_2021,MNI,5,56,24,26,Yoshioka_2021-5
Yoshioka_2021,MNI,5,8,-52,36,Yoshioka_2021-5
Yoshioka_2021,MNI,5,36,44,36,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-22,50,18,Yoshioka_2021-5
Yoshioka_2021,MNI,5,20,54,26,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-52,10,26,Yoshioka_2021-5
Yoshioka_2021,MNI,5,26,-6,-16,Yoshioka_2021-5
Yoshioka_2021,MNI,5,14,-24,10,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-4,32,-4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-16,-28,68,Yoshioka_2021-5
Yoshioka_2021,MNI,5,50,-64,44,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-38,-84,24,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-52,6,34,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-44,-24,52,Yoshioka_2021-5
Yoshioka_2021,MNI,5,18,-82,8,Yoshioka_2021-5
Yoshioka_2021,MNI,5,26,8,12,Yoshioka_2021-5
Yoshioka_2021,MNI,5,40,30,42,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-4,-38,-38,Yoshioka_2021-5
Yoshioka_2021,MNI,5,0,-20,-36,Yoshioka_2021-5
Yoshioka_2021,MNI,6,30,20,-12,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-28,20,-10,Yoshioka_2021-6
Yoshioka_2021,MNI,6,50,-16,-6,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-56,-18,-4,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-62,-44,14,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-56,-44,8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,56,-24,-4,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-10,4,8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,56,-20,4,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-56,-6,-8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,2,18,52,Yoshioka_2021-6
Yoshioka_2021,MNI,6,60,-36,10,Yoshioka_2021-6
Yoshioka_2021,MNI,6,56,-6,-10,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-60,-36,8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,12,2,8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,44,20,-6,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-50,-28,6,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-6,32,20,Yoshioka_2021-6
Yoshioka_2021,MNI,6,50,-32,8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-38,4,44,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-4,30,28,Yoshioka_2021-6
Yoshioka_2021,MNI,6,6,34,22,Yoshioka_2021-6
Yoshioka_2021,MNI,6,8,-26,-6,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-50,18,26,Yoshioka_2021-6
Yoshioka_2021,MNI,6,52,-44,20,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-18,-8,-12,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-6,-28,-4,Yoshioka_2021-6
Yoshioka_2021,MNI,6,64,-48,22,Yoshioka_2021-6
Yoshioka_2021,MNI,6,4,-14,8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-40,6,56,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-38,-36,14,Yoshioka_2021-6
Yoshioka_2021,MNI,6,4,44,34,Yoshioka_2021-6
Yoshioka_2021,MNI,6,48,22,22,Yoshioka_2021-6
Yoshioka_2021,MNI,6,52,8,-18,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-6,36,56,Yoshioka_2021-6
Yoshioka_2021,MNI,6,50,24,6,Yoshioka_2021-6
Yoshioka_2021,MNI,6,20,-6,-14,Yoshioka_2021-6
Yoshioka_2021,MNI,6,46,6,46,Yoshioka_2021-6
Yoshioka_2021,MNI,6,8,10,-6,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-34,-62,42,Yoshioka_2021-6
Yoshioka_2021,MNI,6,8,40,4,Yoshioka_2021-6
Yoshioka_2021,MNI,6,36,18,56,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-50,-64,42,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-56,-60,32,Yoshioka_2021-6
Yoshioka_2021,MNI,6,50,14,46,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-26,26,58,Yoshioka_2021-6
Yoshioka_2021,MNI,6,28,-14,-10,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-14,18,-12,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-20,20,64,Yoshioka_2021-6
Yoshioka_2021,MNI,6,46,38,32,Yoshioka_2021-6
Yoshioka_2021,MNI,6,0,-24,-20,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-34,22,56,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-30,10,64,Yoshioka_2021-6
Yoshioka_2021,MNI,6,16,34,-18,Yoshioka_2021-6
Yoshioka_2021,MNI,6,52,-60,46,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-2,10,26,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-36,-48,40,Yoshioka_2021-6
Yoshioka_2021,MNI,6,44,-54,38,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-52,-36,44,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-44,-40,38,Yoshioka_2021-6
Yoshioka_2021,MNI,6,6,26,-10,Yoshioka_2021-6
Yoshioka_2021,MNI,6,42,-62,54,Yoshioka_2021-6
Yoshioka_2021,MNI,6,24,40,-14,Yoshioka_2021-6
Yoshioka_2021,MNI,6,32,-60,40,Yoshioka_2021-6
Yoshioka_2021,MNI,6,6,-10,56,Yoshioka_2021-6
Yoshioka_2021,MNI,6,56,-48,48,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-34,-72,52,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-6,56,6,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-22,-28,-8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-42,44,26,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-26,-96,-6,Yoshioka_2021-6
Yoshioka_2021,MNI,6,28,-96,-4,Yoshioka_2021-6
Yoshioka_2021,MNI,6,34,-90,16,Yoshioka_2021-6
Yoshioka_2021,MNI,6,22,-80,-44,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-26,-82,-42,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-12,-82,-42,Yoshioka_2021-6
Yoshioka_2021,MNI,6,20,-74,-24,Yoshioka_2021-6
Yoshioka_2021,MNI,6,40,-60,-38,Yoshioka_2021-6
Yoshioka_2021,MNI,6,32,-62,-28,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-18,-86,-36,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-34,-78,-42,Yoshioka_2021-6
Yoshioka_2021,MNI,6,42,-74,-40,Yoshioka_2021-6
Yoshioka_2021,MNI,6,38,-52,-38,Yoshioka_2021-6
Yoshioka_2021,MNI,6,16,-84,-32,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-4,-82,-34,Yoshioka_2021-6
Yoshioka_2021,MNI,6,36,-72,-48,Yoshioka_2021-6
Yoshioka_2021,MNI,6,6,-78,-20,Yoshioka_2021-6
Yoshioka_2021,MNI,6,16,-76,-36,Yoshioka_2021-6
Yoshioka_2021,MNI,6,22,-70,-48,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-16,-78,-26,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-10,-86,-26,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-2,-82,-26,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-6,-70,38,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-6,-50,50,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-10,-54,38,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-12,-52,30,Yoshioka_2021-6
Yoshioka_2021,MNI,6,4,-58,38,Yoshioka_2021-6
Yoshioka_2021,MNI,6,14,-48,36,Yoshioka_2021-6
Yoshioka_2021,MNI,6,12,-62,38,Yoshioka_2021-6
Yoshioka_2021,MNI,6,2,-56,-36,Yoshioka_2021-6
Yoshioka_2021,MNI,6,6,-62,-50,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-4,-64,-46,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-20,56,34,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-32,62,8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-40,56,8,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-32,58,18,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-26,56,0,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-4,-28,32,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-2,-20,28,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-2,-32,22,Yoshioka_2021-6
Yoshioka_2021,MNI,6,-6,-18,44,Yoshioka_2021-6
Yoshioka_2021,MNI,7,30,20,-12,Yoshioka_2021-7
Yoshioka_2021,MNI,7,52,-16,-8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-58,-10,-6,Yoshioka_2021-7
Yoshioka_2021,MNI,7,56,-6,-10,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-62,-44,14,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-28,20,-8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,60,-36,10,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-60,-32,8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,50,-40,14,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-50,-28,6,Yoshioka_2021-7
Yoshioka_2021,MNI,7,6,46,32,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-10,4,8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,50,-28,6,Yoshioka_2021-7
Yoshioka_2021,MNI,7,52,10,-22,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-4,12,60,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-40,22,-2,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,-28,-6,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-4,10,50,Yoshioka_2021-7
Yoshioka_2021,MNI,7,6,12,58,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-40,2,44,Yoshioka_2021-7
Yoshioka_2021,MNI,7,44,24,-4,Yoshioka_2021-7
Yoshioka_2021,MNI,7,10,4,8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,-28,-4,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-36,-36,16,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-52,20,26,Yoshioka_2021-7
Yoshioka_2021,MNI,7,46,20,26,Yoshioka_2021-7
Yoshioka_2021,MNI,7,38,-30,12,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-20,-8,-12,Yoshioka_2021-7
Yoshioka_2021,MNI,7,48,24,18,Yoshioka_2021-7
Yoshioka_2021,MNI,7,52,26,8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-8,30,24,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-42,14,24,Yoshioka_2021-7
Yoshioka_2021,MNI,7,24,-8,-14,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,22,32,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,34,24,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,40,4,Yoshioka_2021-7
Yoshioka_2021,MNI,7,6,-12,58,Yoshioka_2021-7
Yoshioka_2021,MNI,7,4,-16,8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,46,6,46,Yoshioka_2021-7
Yoshioka_2021,MNI,7,10,40,14,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,-18,44,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,24,28,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,38,56,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,-50,50,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,-16,54,Yoshioka_2021-7
Yoshioka_2021,MNI,7,6,-52,-38,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-4,-50,-38,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,-50,36,Yoshioka_2021-7
Yoshioka_2021,MNI,7,50,14,46,Yoshioka_2021-7
Yoshioka_2021,MNI,7,10,-18,44,Yoshioka_2021-7
Yoshioka_2021,MNI,7,10,-28,54,Yoshioka_2021-7
Yoshioka_2021,MNI,7,12,-6,66,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-54,-62,36,Yoshioka_2021-7
Yoshioka_2021,MNI,7,18,-74,-28,Yoshioka_2021-7
Yoshioka_2021,MNI,7,2,-34,-40,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-18,50,42,Yoshioka_2021-7
Yoshioka_2021,MNI,7,18,-82,-34,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,-54,34,Yoshioka_2021-7
Yoshioka_2021,MNI,7,16,-78,-42,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-38,-52,-16,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-24,-30,-10,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-2,-60,40,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-22,54,34,Yoshioka_2021-7
Yoshioka_2021,MNI,7,34,-50,-16,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,-30,54,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-48,-66,44,Yoshioka_2021-7
Yoshioka_2021,MNI,7,2,-24,-22,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-2,30,-8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-4,-10,-2,Yoshioka_2021-7
Yoshioka_2021,MNI,7,32,-28,-12,Yoshioka_2021-7
Yoshioka_2021,MNI,7,36,-62,-10,Yoshioka_2021-7
Yoshioka_2021,MNI,7,6,26,-12,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-52,38,8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-14,-16,68,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-30,48,28,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-10,-40,54,Yoshioka_2021-7
Yoshioka_2021,MNI,7,22,-68,-50,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-14,-70,28,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-30,2,-14,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-10,-46,28,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-30,-20,-16,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-6,-60,-46,Yoshioka_2021-7
Yoshioka_2021,MNI,7,34,-52,-36,Yoshioka_2021-7
Yoshioka_2021,MNI,7,22,-38,-6,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,18,-8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,-60,-50,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-32,-62,-12,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-2,10,26,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,-46,22,Yoshioka_2021-7
Yoshioka_2021,MNI,7,14,-40,58,Yoshioka_2021-7
Yoshioka_2021,MNI,7,40,-14,50,Yoshioka_2021-7
Yoshioka_2021,MNI,7,32,-30,54,Yoshioka_2021-7
Yoshioka_2021,MNI,7,8,-24,36,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-22,46,30,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-24,26,60,Yoshioka_2021-7
Yoshioka_2021,MNI,7,0,-20,-36,Yoshioka_2021-7
Yoshioka_2021,MNI,7,46,-22,48,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-10,58,34,Yoshioka_2021-7
Yoshioka_2021,MNI,7,24,42,32,Yoshioka_2021-7
Yoshioka_2021,MNI,7,24,32,46,Yoshioka_2021-7
Yoshioka_2021,MNI,7,28,-76,-38,Yoshioka_2021-7
Yoshioka_2021,MNI,7,26,-40,-28,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-8,20,-12,Yoshioka_2021-7
Yoshioka_2021,MNI,7,14,-16,68,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-30,46,38,Yoshioka_2021-7
Yoshioka_2021,MNI,7,32,-62,-28,Yoshioka_2021-7
Yoshioka_2021,MNI,7,28,50,36,Yoshioka_2021-7
Yoshioka_2021,MNI,7,42,-56,-38,Yoshioka_2021-7
Yoshioka_2021,MNI,7,4,-52,-10,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-34,-62,42,Yoshioka_2021-7
Yoshioka_2021,MNI,7,56,-48,48,Yoshioka_2021-7
Yoshioka_2021,MNI,7,38,18,56,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-2,-44,-12,Yoshioka_2021-7
Yoshioka_2021,MNI,7,20,58,28,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-8,-54,-14,Yoshioka_2021-7
Yoshioka_2021,MNI,7,0,-34,24,Yoshioka_2021-7
Yoshioka_2021,MNI,7,28,-20,60,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-24,-46,-20,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-16,-30,66,Yoshioka_2021-7
Yoshioka_2021,MNI,7,0,-52,-18,Yoshioka_2021-7
Yoshioka_2021,MNI,7,36,44,36,Yoshioka_2021-7
Yoshioka_2021,MNI,7,12,-72,30,Yoshioka_2021-7
Yoshioka_2021,MNI,7,0,-20,26,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-32,58,18,Yoshioka_2021-7
Yoshioka_2021,MNI,7,28,-32,-18,Yoshioka_2021-7
Yoshioka_2021,MNI,7,14,-40,-18,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-48,-22,26,Yoshioka_2021-7
Yoshioka_2021,MNI,7,38,24,50,Yoshioka_2021-7
Yoshioka_2021,MNI,7,40,-28,54,Yoshioka_2021-7
Yoshioka_2021,MNI,7,28,22,60,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-14,-32,58,Yoshioka_2021-7
Yoshioka_2021,MNI,7,46,36,36,Yoshioka_2021-7
Yoshioka_2021,MNI,7,16,-44,22,Yoshioka_2021-7
Yoshioka_2021,MNI,7,2,-60,-22,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-26,-94,-8,Yoshioka_2021-7
Yoshioka_2021,MNI,7,28,-94,-4,Yoshioka_2021-7
Yoshioka_2021,MNI,7,30,-96,4,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-20,-80,-34,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-14,-82,-40,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-8,-84,-34,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-34,-78,-42,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-38,-30,48,Yoshioka_2021-7
Yoshioka_2021,MNI,7,-52,-36,44,Yoshioka_2021-7
Zimmermann_2019,MNI,1,-54,-22,20,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-42,-22,20,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-39,-1,11,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-66,-22,26,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-48,2,5,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-42,8,-4,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-12,5,-1,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-3,23,23,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-3,14,35,Zimmermann_2019-1
Zimmermann_2019,MNI,1,57,-19,20,Zimmermann_2019-1
Zimmermann_2019,MNI,1,57,-40,14,Zimmermann_2019-1
Zimmermann_2019,MNI,1,54,-34,26,Zimmermann_2019-1
Zimmermann_2019,MNI,1,-48,-64,8,Zimmermann_2019-1
Zimmermann_2019,MNI,1,45,11,-1,Zimmermann_2019-1
Zimmermann_2019,MNI,1,39,8,5,Zimmermann_2019-1
Zimmermann_2019,MNI,1,15,5,-4,Zimmermann_2019-1
