study_id,Space,contrast_id,X,Y,Z,id
Yoo_2020,MNI,1,-62,-42,18,Yoo_2020-1
Yoo_2020,MNI,1,-60,-36,34,Yoo_2020-1
Yoo_2020,MNI,1,-52,-44,8,Yoo_2020-1
Yoo_2020,MNI,1,-10,12,34,Yoo_2020-1
Yoo_2020,MNI,1,6,16,40,Yoo_2020-1
Yoo_2020,MNI,1,-6,2,66,Yoo_2020-1
Yoo_2020,MNI,1,8,26,26,Yoo_2020-1
Yoo_2020,MNI,1,50,14,-8,Yoo_2020-1
Yoo_2020,MNI,1,44,8,-2,Yoo_2020-1
Yoo_2020,MNI,1,-50,14,-10,Yoo_2020-1
Yoo_2020,MNI,1,-14,0,8,Yoo_2020-1
Yoo_2020,MNI,1,-42,8,0,Yoo_2020-1
Yoo_2020,MNI,1,64,-38,30,Yoo_2020-1
Yoo_2020,MNI,1,44,-82,0,Yoo_2020-1
Yoo_2020,MNI,1,-46,-2,42,Yoo_2020-1
Yoo_2020,MNI,1,-48,4,50,Yoo_2020-1
Yoo_2020,MNI,1,50,4,50,Yoo_2020-1
Yoo_2020,MNI,1,38,3,36,Yoo_2020-1
Yoo_2020,MNI,1,-28,50,18,Yoo_2020-1
Yoo_2020,MNI,1,-30,-64,-26,Yoo_2020-1
Yoo_2020,MNI,1,-16,-88,40,Yoo_2020-1
Yoo_2020,MNI,1,-34,-92,14,Yoo_2020-1
Yoo_2020,MNI,1,26,56,20,Yoo_2020-1
Yoo_2020,MNI,1,34,54,26,Yoo_2020-1
Yoshie_2016,MNI,1,50,-31,-2,Yoshie_2016-1
Yoshie_2016,MNI,1,-50,-6,-15,Yoshie_2016-1
Yoshie_2016,MNI,1,-54,-22,-3,Yoshie_2016-1
Yoshie_2016,MNI,2,53,-24,-5,Yoshie_2016-2
Yoshie_2016,MNI,2,-9,-72,-6,Yoshie_2016-2
Yoshioka_2021,MNI,1,52,-38,6,Yoshioka_2021-1
Yoshioka_2021,MNI,1,58,-24,4,Yoshioka_2021-1
Yoshioka_2021,MNI,1,46,-56,4,Yoshioka_2021-1
Yoshioka_2021,MNI,1,50,-60,-4,Yoshioka_2021-1
Yoshioka_2021,MNI,1,38,-58,4,Yoshioka_2021-1
Yoshioka_2021,MNI,1,34,24,-8,Yoshioka_2021-1
Yoshioka_2021,MNI,1,48,22,-4,Yoshioka_2021-1
Yoshioka_2021,MNI,1,16,-78,40,Yoshioka_2021-1
Yoshioka_2021,MNI,1,18,-80,48,Yoshioka_2021-1
Yoshioka_2021,MNI,2,54,-43,29,Yoshioka_2021-2
Yoshioka_2021,MNI,2,48,20,5,Yoshioka_2021-2
Yoshioka_2021,MNI,2,39,20,-1,Yoshioka_2021-2
Yoshioka_2021,MNI,2,30,14,-13,Yoshioka_2021-2
Yoshioka_2021,MNI,2,9,26,59,Yoshioka_2021-2
Yoshioka_2021,MNI,2,6,26,50,Yoshioka_2021-2
Yoshioka_2021,MNI,2,6,41,35,Yoshioka_2021-2
Yoshioka_2021,MNI,2,9,59,29,Yoshioka_2021-2
Yoshioka_2021,MNI,3,30,20,-12,Yoshioka_2021-3
Yoshioka_2021,MNI,3,52,-16,-8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-62,-44,14,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-56,-18,-4,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-56,-6,-8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-28,20,-8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,60,-38,12,Yoshioka_2021-3
Yoshioka_2021,MNI,3,56,-6,-10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,50,-40,14,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-60,-34,10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,2,14,52,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-48,-30,6,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-10,4,8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-40,2,44,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-4,14,62,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-40,22,-2,Yoshioka_2021-3
Yoshioka_2021,MNI,3,44,22,-4,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,-28,-4,Yoshioka_2021-3
Yoshioka_2021,MNI,3,8,-26,-4,Yoshioka_2021-3
Yoshioka_2021,MNI,3,36,26,2,Yoshioka_2021-3
Yoshioka_2021,MNI,3,6,46,32,Yoshioka_2021-3
Yoshioka_2021,MNI,3,52,8,-22,Yoshioka_2021-3
Yoshioka_2021,MNI,3,10,4,8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-38,-36,18,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,32,26,Yoshioka_2021-3
Yoshioka_2021,MNI,3,8,34,24,Yoshioka_2021-3
Yoshioka_2021,MNI,3,50,24,6,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,-50,50,Yoshioka_2021-3
Yoshioka_2021,MNI,3,46,20,26,Yoshioka_2021-3
Yoshioka_2021,MNI,3,46,6,46,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-18,-8,-10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-52,20,26,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-52,26,32,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-44,18,20,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-16,-72,30,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-52,22,14,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-38,16,26,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-24,-2,54,Yoshioka_2021-3
Yoshioka_2021,MNI,3,4,-16,8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,6,-4,60,Yoshioka_2021-3
Yoshioka_2021,MNI,3,8,40,4,Yoshioka_2021-3
Yoshioka_2021,MNI,3,20,-6,-12,Yoshioka_2021-3
Yoshioka_2021,MNI,3,12,-6,66,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-26,-58,-4,Yoshioka_2021-3
Yoshioka_2021,MNI,3,20,-70,18,Yoshioka_2021-3
Yoshioka_2021,MNI,3,12,-74,28,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,-18,50,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-56,-58,36,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,36,56,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-2,-60,40,Yoshioka_2021-3
Yoshioka_2021,MNI,3,54,-56,44,Yoshioka_2021-3
Yoshioka_2021,MNI,3,10,-30,56,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,-70,38,Yoshioka_2021-3
Yoshioka_2021,MNI,3,20,-40,-8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,6,-16,50,Yoshioka_2021-3
Yoshioka_2021,MNI,3,28,-6,50,Yoshioka_2021-3
Yoshioka_2021,MNI,3,38,-12,50,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-50,-64,42,Yoshioka_2021-3
Yoshioka_2021,MNI,3,22,-48,-6,Yoshioka_2021-3
Yoshioka_2021,MNI,3,16,-16,68,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-22,-66,12,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-10,-56,34,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-20,24,62,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-12,-18,68,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-14,-76,16,Yoshioka_2021-3
Yoshioka_2021,MNI,3,28,-16,-12,Yoshioka_2021-3
Yoshioka_2021,MNI,3,8,-52,36,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-20,54,36,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-10,-40,56,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,-30,54,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-40,-54,-16,Yoshioka_2021-3
Yoshioka_2021,MNI,3,6,-56,48,Yoshioka_2021-3
Yoshioka_2021,MNI,3,38,18,56,Yoshioka_2021-3
Yoshioka_2021,MNI,3,50,-64,44,Yoshioka_2021-3
Yoshioka_2021,MNI,3,12,-52,52,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-36,-60,42,Yoshioka_2021-3
Yoshioka_2021,MNI,3,24,-68,6,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-40,-32,48,Yoshioka_2021-3
Yoshioka_2021,MNI,3,22,10,48,Yoshioka_2021-3
Yoshioka_2021,MNI,3,2,4,-8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,0,-24,-20,Yoshioka_2021-3
Yoshioka_2021,MNI,3,14,-28,38,Yoshioka_2021-3
Yoshioka_2021,MNI,3,28,-4,58,Yoshioka_2021-3
Yoshioka_2021,MNI,3,14,-40,58,Yoshioka_2021-3
Yoshioka_2021,MNI,3,32,-28,-10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,36,-62,-10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,46,-20,50,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-8,-68,2,Yoshioka_2021-3
Yoshioka_2021,MNI,3,16,-70,42,Yoshioka_2021-3
Yoshioka_2021,MNI,3,8,-46,22,Yoshioka_2021-3
Yoshioka_2021,MNI,3,10,16,-6,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-38,-48,48,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-26,-26,-10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,-12,-10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-26,-64,46,Yoshioka_2021-3
Yoshioka_2021,MNI,3,14,-62,38,Yoshioka_2021-3
Yoshioka_2021,MNI,3,34,-32,54,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-34,-40,40,Yoshioka_2021-3
Yoshioka_2021,MNI,3,24,44,32,Yoshioka_2021-3
Yoshioka_2021,MNI,3,44,38,36,Yoshioka_2021-3
Yoshioka_2021,MNI,3,4,28,-8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-60,-42,42,Yoshioka_2021-3
Yoshioka_2021,MNI,3,36,44,36,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-42,-38,40,Yoshioka_2021-3
Yoshioka_2021,MNI,3,44,-26,40,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-28,-46,56,Yoshioka_2021-3
Yoshioka_2021,MNI,3,38,22,48,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-8,-88,10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,20,54,26,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-52,-36,44,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-56,-46,48,Yoshioka_2021-3
Yoshioka_2021,MNI,3,24,-52,4,Yoshioka_2021-3
Yoshioka_2021,MNI,3,22,-64,-2,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-30,26,56,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,-36,24,Yoshioka_2021-3
Yoshioka_2021,MNI,3,24,32,46,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-2,-20,28,Yoshioka_2021-3
Yoshioka_2021,MNI,3,30,10,64,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-16,-38,-10,Yoshioka_2021-3
Yoshioka_2021,MNI,3,40,-50,-14,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-6,-28,28,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-32,-20,-16,Yoshioka_2021-3
Yoshioka_2021,MNI,3,36,-30,42,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-34,-54,32,Yoshioka_2021-3
Yoshioka_2021,MNI,3,30,-60,0,Yoshioka_2021-3
Yoshioka_2021,MNI,3,24,-20,62,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-30,-78,-8,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-4,-36,-38,Yoshioka_2021-3
Yoshioka_2021,MNI,3,2,-56,-36,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-2,-20,-36,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-10,-56,-52,Yoshioka_2021-3
Yoshioka_2021,MNI,3,18,-74,-26,Yoshioka_2021-3
Yoshioka_2021,MNI,3,18,-82,-40,Yoshioka_2021-3
Yoshioka_2021,MNI,3,34,-50,-36,Yoshioka_2021-3
Yoshioka_2021,MNI,3,22,-68,-50,Yoshioka_2021-3
Yoshioka_2021,MNI,3,26,-80,-42,Yoshioka_2021-3
Yoshioka_2021,MNI,3,32,-58,-28,Yoshioka_2021-3
Yoshioka_2021,MNI,3,40,-60,-32,Yoshioka_2021-3
Yoshioka_2021,MNI,3,12,-64,-48,Yoshioka_2021-3
Yoshioka_2021,MNI,3,8,-76,-20,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-24,-82,-38,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-12,-80,-42,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-18,-78,-30,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-32,-80,-38,Yoshioka_2021-3
Yoshioka_2021,MNI,3,-4,-82,-30,Yoshioka_2021-3
Yoshioka_2021,MNI,4,30,20,-12,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-60,-42,12,Yoshioka_2021-4
Yoshioka_2021,MNI,4,50,-18,-8,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-58,-20,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,50,-40,14,Yoshioka_2021-4
Yoshioka_2021,MNI,4,60,-40,14,Yoshioka_2021-4
Yoshioka_2021,MNI,4,56,-16,2,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-60,-34,10,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-30,22,-8,Yoshioka_2021-4
Yoshioka_2021,MNI,4,2,16,52,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-6,-52,50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-40,2,44,Yoshioka_2021-4
Yoshioka_2021,MNI,4,44,22,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-6,-28,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-24,-4,52,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-54,-4,-8,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-4,14,62,Yoshioka_2021-4
Yoshioka_2021,MNI,4,50,-30,6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-42,20,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-32,-2,54,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-16,-76,36,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-48,-30,6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-10,2,10,Yoshioka_2021-4
Yoshioka_2021,MNI,4,26,-6,50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-4,30,28,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-22,-70,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,12,14,60,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-26,-58,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,10,-24,-6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,36,22,2,Yoshioka_2021-4
Yoshioka_2021,MNI,4,46,6,42,Yoshioka_2021-4
Yoshioka_2021,MNI,4,12,-74,28,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-42,-36,20,Yoshioka_2021-4
Yoshioka_2021,MNI,4,20,-70,18,Yoshioka_2021-4
Yoshioka_2021,MNI,4,10,-54,52,Yoshioka_2021-4
Yoshioka_2021,MNI,4,8,32,24,Yoshioka_2021-4
Yoshioka_2021,MNI,4,10,2,10,Yoshioka_2021-4
Yoshioka_2021,MNI,4,22,-62,22,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-12,-66,50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,20,-68,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-10,-70,2,Yoshioka_2021-4
Yoshioka_2021,MNI,4,18,-72,50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,6,-32,-8,Yoshioka_2021-4
Yoshioka_2021,MNI,4,22,-52,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-14,-6,-6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-12,-2,62,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-42,-50,20,Yoshioka_2021-4
Yoshioka_2021,MNI,4,4,46,30,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-42,-38,10,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-48,26,36,Yoshioka_2021-4
Yoshioka_2021,MNI,4,48,18,6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-20,-66,16,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-22,-68,8,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-10,-76,12,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-10,-78,0,Yoshioka_2021-4
Yoshioka_2021,MNI,4,10,-82,22,Yoshioka_2021-4
Yoshioka_2021,MNI,4,52,8,-22,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-10,-86,6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,20,-78,36,Yoshioka_2021-4
Yoshioka_2021,MNI,4,8,36,50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-36,-48,52,Yoshioka_2021-4
Yoshioka_2021,MNI,4,18,-6,64,Yoshioka_2021-4
Yoshioka_2021,MNI,4,6,-64,46,Yoshioka_2021-4
Yoshioka_2021,MNI,4,62,-50,34,Yoshioka_2021-4
Yoshioka_2021,MNI,4,12,-76,-2,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-32,18,6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,46,20,26,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-4,-66,42,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-28,-48,54,Yoshioka_2021-4
Yoshioka_2021,MNI,4,30,10,64,Yoshioka_2021-4
Yoshioka_2021,MNI,4,42,-28,38,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-6,-92,22,Yoshioka_2021-4
Yoshioka_2021,MNI,4,34,-48,-36,Yoshioka_2021-4
Yoshioka_2021,MNI,4,36,-40,42,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-52,-54,34,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-22,-50,60,Yoshioka_2021-4
Yoshioka_2021,MNI,4,18,-90,22,Yoshioka_2021-4
Yoshioka_2021,MNI,4,16,-16,68,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-16,-86,22,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-40,-52,44,Yoshioka_2021-4
Yoshioka_2021,MNI,4,16,-6,-8,Yoshioka_2021-4
Yoshioka_2021,MNI,4,38,-60,18,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-40,-38,44,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-8,12,-6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,4,-80,8,Yoshioka_2021-4
Yoshioka_2021,MNI,4,38,-56,-40,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-52,22,12,Yoshioka_2021-4
Yoshioka_2021,MNI,4,20,-74,-24,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-32,-54,40,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-30,-58,58,Yoshioka_2021-4
Yoshioka_2021,MNI,4,34,-58,-30,Yoshioka_2021-4
Yoshioka_2021,MNI,4,52,-56,44,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-18,26,62,Yoshioka_2021-4
Yoshioka_2021,MNI,4,8,-18,10,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-54,20,24,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-54,12,20,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-12,-14,14,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-48,-46,38,Yoshioka_2021-4
Yoshioka_2021,MNI,4,42,-80,30,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-40,18,20,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-58,-48,36,Yoshioka_2021-4
Yoshioka_2021,MNI,4,42,38,36,Yoshioka_2021-4
Yoshioka_2021,MNI,4,38,-12,50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,38,22,48,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-38,-84,26,Yoshioka_2021-4
Yoshioka_2021,MNI,4,42,-82,22,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-12,-18,68,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-4,-18,52,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-38,18,32,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-40,26,22,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-56,-40,44,Yoshioka_2021-4
Yoshioka_2021,MNI,4,42,-30,52,Yoshioka_2021-4
Yoshioka_2021,MNI,4,26,-50,60,Yoshioka_2021-4
Yoshioka_2021,MNI,4,22,-68,-50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,48,-48,38,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-34,-74,24,Yoshioka_2021-4
Yoshioka_2021,MNI,4,34,-44,56,Yoshioka_2021-4
Yoshioka_2021,MNI,4,26,-80,-42,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-50,8,28,Yoshioka_2021-4
Yoshioka_2021,MNI,4,18,-84,-36,Yoshioka_2021-4
Yoshioka_2021,MNI,4,34,-70,-50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,28,-88,32,Yoshioka_2021-4
Yoshioka_2021,MNI,4,56,24,24,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-10,-40,58,Yoshioka_2021-4
Yoshioka_2021,MNI,4,8,40,-2,Yoshioka_2021-4
Yoshioka_2021,MNI,4,18,-74,-16,Yoshioka_2021-4
Yoshioka_2021,MNI,4,14,-74,-42,Yoshioka_2021-4
Yoshioka_2021,MNI,4,40,-62,54,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-28,-86,32,Yoshioka_2021-4
Yoshioka_2021,MNI,4,42,-58,42,Yoshioka_2021-4
Yoshioka_2021,MNI,4,40,30,42,Yoshioka_2021-4
Yoshioka_2021,MNI,4,46,-20,50,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-30,-70,40,Yoshioka_2021-4
Yoshioka_2021,MNI,4,32,-54,42,Yoshioka_2021-4
Yoshioka_2021,MNI,4,36,-26,-6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,38,34,24,Yoshioka_2021-4
Yoshioka_2021,MNI,4,10,-84,-38,Yoshioka_2021-4
Yoshioka_2021,MNI,4,10,12,-4,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-46,-68,18,Yoshioka_2021-4
Yoshioka_2021,MNI,4,10,-14,46,Yoshioka_2021-4
Yoshioka_2021,MNI,4,38,-58,6,Yoshioka_2021-4
Yoshioka_2021,MNI,4,40,-78,14,Yoshioka_2021-4
Yoshioka_2021,MNI,4,36,-68,40,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-30,-56,-30,Yoshioka_2021-4
Yoshioka_2021,MNI,4,-12,-76,-22,Yoshioka_2021-4
Yoshioka_2021,MNI,5,30,20,-12,Yoshioka_2021-5
Yoshioka_2021,MNI,5,52,-16,-8,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-62,-42,14,Yoshioka_2021-5
Yoshioka_2021,MNI,5,50,-40,14,Yoshioka_2021-5
Yoshioka_2021,MNI,5,60,-40,14,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-56,-6,-8,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-58,-20,-4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,56,-6,-10,Yoshioka_2021-5
Yoshioka_2021,MNI,5,56,-14,0,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-24,-6,52,Yoshioka_2021-5
Yoshioka_2021,MNI,5,28,-8,52,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-6,-28,-4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,52,8,-22,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-24,-70,-4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-30,22,-8,Yoshioka_2021-5
Yoshioka_2021,MNI,5,50,-30,6,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-6,8,62,Yoshioka_2021-5
Yoshioka_2021,MNI,5,8,6,58,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-40,2,44,Yoshioka_2021-5
Yoshioka_2021,MNI,5,14,-6,62,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-6,-50,50,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-48,-30,6,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-26,-58,-4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-40,-34,22,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-38,-10,50,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-6,-4,60,Yoshioka_2021-5
Yoshioka_2021,MNI,5,46,24,-2,Yoshioka_2021-5
Yoshioka_2021,MNI,5,6,46,32,Yoshioka_2021-5
Yoshioka_2021,MNI,5,20,-66,18,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-16,-72,30,Yoshioka_2021-5
Yoshioka_2021,MNI,5,8,-26,-4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-14,2,60,Yoshioka_2021-5
Yoshioka_2021,MNI,5,22,-70,-2,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-20,-66,16,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-32,26,4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,22,-50,-6,Yoshioka_2021-5
Yoshioka_2021,MNI,5,42,-24,20,Yoshioka_2021-5
Yoshioka_2021,MNI,5,32,26,4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,50,26,8,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-6,-18,56,Yoshioka_2021-5
Yoshioka_2021,MNI,5,8,22,56,Yoshioka_2021-5
Yoshioka_2021,MNI,5,22,-40,-8,Yoshioka_2021-5
Yoshioka_2021,MNI,5,46,6,42,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-8,2,12,Yoshioka_2021-5
Yoshioka_2021,MNI,5,20,-58,-4,Yoshioka_2021-5
Yoshioka_2021,MNI,5,18,-72,26,Yoshioka_2021-5
Yoshioka_2021,MNI,5,16,-18,68,Yoshioka_2021-5
Yoshioka_2021,MNI,5,12,-52,52,Yoshioka_2021-5
Yoshioka_2021,MNI,5,8,-22,54,Yoshioka_2021-5
Yoshioka_2021,MNI,5,42,20,26,Yoshioka_2021-5
Yoshioka_2021,MNI,5,8,-30,58,Yoshioka_2021-5
Yoshioka_2021,MNI,5,20,-78,36,Yoshioka_2021-5
Yoshioka_2021,MNI,5,8,6,10,Yoshioka_2021-5
Yoshioka_2021,MNI,5,38,-60,18,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-28,-46,56,Yoshioka_2021-5
Yoshioka_2021,MNI,5,42,-26,40,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-14,-80,0,Yoshioka_2021-5
Yoshioka_2021,MNI,5,46,24,18,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-10,-70,2,Yoshioka_2021-5
Yoshioka_2021,MNI,5,62,-48,36,Yoshioka_2021-5
Yoshioka_2021,MNI,5,-4,-30,54,Yoshioka_2021-5
