Term,pForward,zForward,probForward,pReverse,zReverse,probReverse
Instruct.Inhibit,0.47105882114723463,0.7207573488038761,0.09300552696779112,9.067725208612036e-19,8.846043095526666,0.9774590163934427
ST.Dots,0.7927925317419285,-0.26268609934777304,0.12715996858227516,1.5647164900485755e-13,7.381537737834162,0.9830137691416807
PC.n-back,0.0007307322215391993,3.377781109200198,0.011843533885658966,0.00019730077603071413,3.7224477118994317,0.8343306162079166
PC.Reading (Overt),0.11300169089729864,1.584844403449981,0.015945955909459558,0.0002433716396989307,3.6691359490196134,0.8709975725349671
Instruct.Track,0.49241601773662447,0.6864712027077102,0.01996601329341543,0.00041753046602790837,3.528748034295144,0.894376989272663
RT.Button Press,7.735321058880021e-137,24.89844001619746,0.004161581924034291,0.00042587221064630123,3.5235092629032,0.8240898689411276
PC.Syntactic Discrimination,0.822107437466219,-0.22483525648598435,0.02597430995489248,0.0029123837658263387,2.976837452021983,0.9166566446181599
SM.Visual,1.776980970157798e-178,28.48539342466266,0.003122705941962178,0.003543060252638416,2.9162152022722156,0.9140077647373823
RM.Hand,7.804937461980489e-137,24.89808074741742,0.0039390271016325655,0.004040908352289141,2.8749505067656234,0.7852201401933386
ST.Shapes,3.889613987080424e-15,7.858435346085493,0.006458061749087194,0.010356603939447588,2.56368986448784,0.7168760240305844
Contrast.External Variable,1.3204287178916627e-09,6.06489136505017,0.006941946410655277,0.011707702682957259,2.5208341268896257,0.7266169879869527
BD.Cognition.Language.Syntax,0.4944208575194926,0.6832943597067488,0.012646082615122862,0.014400535371329095,2.447113822469766,0.8323775915306573
PC.Cued Explicit Recognition/Recall,0.013215771859543946,2.477901244678044,0.00893653540426849,0.014772046321029398,2.4379199130374323,0.7717254408060454
BD.Cognition.Memory.Working,1.9458799973147613e-05,4.271011927306302,0.00723357846439128,0.023705755947297978,2.2618648291761145,0.7263266004792879
Instruct.None,0.8242686307945613,-0.22205813096812702,0.016454484001802612,0.031601205879619086,2.1494189338872784,0.8681958233481685
Instruct.Count,0.49491785368531394,0.6825078927945495,0.010821050686134086,0.03559703736462991,2.1015006913743957,0.8035866780529461
PC.Task Switching,0.4950160457916647,0.6823525595632294,0.010460144445921396,0.04264361140549325,2.027183876920402,0.7966747855554379
Instruct.Discriminate,1.5723904434980568e-63,16.826053756278096,0.004698030368099799,0.045295806851064255,2.0018970328581407,0.6643419437876021
PC.Delay Discounting,0.8247967341818876,-0.22137978116243914,0.014075528909103439,0.058671859290135145,1.890644173886051,0.8457772337821297
BD.Perception.Vision,0.11427704252277085,1.5792573401310066,0.0075387598042976605,0.10253098423635289,1.6327053379488492,0.7209120266170859
PC.Deception,0.8253000623746488,-0.2207333499453376,0.01178901127853835,0.10799795676465528,1.6072572099768625,0.8156226496185667
Instruct.Recall,2.3810847106305222e-07,5.166821492650169,0.005894994042411695,0.10937898889952741,1.6009906552546576,0.6604272464011416
Instruct.Read,0.11436922343292637,1.5788554197832592,0.006937171856443937,0.15963310948483256,1.4063065719144934,0.695261876916269
BD.Cognition.Social Cognition,0.11437616797343665,1.5788251510435005,0.006891956132735064,0.16504512434918744,1.3883019314027554,0.6931370385549006
RT.Manipulate,0.8256664252827983,-0.2202628831113374,0.010113288939146458,0.17123384571665937,1.3682499679072886,0.7847603271560203
BD.Emotion,3.398388696809099e-12,6.960179742066665,0.005275260405037289,0.19371585171480188,1.2996648816400267,0.62220164677094
BD.Cognition.Attention,2.388012383146746e-07,5.166278229785671,0.005352623538617193,0.25589679320985176,1.1361428282172907,0.6168725987603914
Contrast.Instruction,1.5856566303307433e-63,16.82555617560854,0.004457565808847196,0.2735974062175339,1.0948156556887467,0.593485942541097
PC.Emotion Induction,0.49601074952891944,0.6807799327603319,0.006805174637762833,0.27800031929417635,1.0848224071688235,0.6834744203165256
PC.Go/No-Go,0.49601074952891944,0.6807799327603319,0.006805174637762833,0.27800031929417635,1.0848224071688235,0.6834744203165256
PC.Delayed Match to Sample,0.4960336301507371,0.6807437783100099,0.006721382459455204,0.2905907686256024,1.0568265198857503,0.6793557833089312
BD.Cognition,1.9614357916960076e-05,4.269236082370742,0.005333604189237992,0.31776540886857607,0.9990604495528957,0.6093948370715193
BD.Action.Inhibition,0.49609243412792203,0.6806508642234046,0.006506196517281626,0.32571635450540803,0.9827787257992394,0.6682592625980348
BD.Emotion.Happiness,0.8262330138515506,-0.21953539140341005,0.007504868899079207,0.3642081278138556,0.9073757516771243,0.708759740869402
BD.Cognition.Memory.Explicit,0.01331754192053741,2.47516289350122,0.005478951194614381,0.3892308319554173,0.8610130930336614,0.6114461752071854
PC.Imagined Objects/Scenes,0.8263123746285055,-0.219433502573356,0.0071382436573012905,0.40715935968560313,0.828902890421237,0.6935172413793104
BD.Action.Observation,0.8263529307817884,-0.21938143467075372,0.006950814286977726,0.431339529324393,0.7869015000865341,0.6850858856675452
ST.Letters,0.013321412794296652,2.4750591046209682,0.005351881883060053,0.4382684013890742,0.7751205977290907,0.6008043813109704
Instruct.Detect,0.11462213382646343,1.5777540065283984,0.005307645994274149,0.532690108067686,0.6239047996013743,0.5924762298470443
PC.Reward,0.013328545719549985,2.4748679208793156,0.005119748202403778,0.543733350838403,0.6071771557946514,0.5795908183632734
PC.Word Generation (Overt),0.8265365823184123,-0.2191456616075067,0.00610185878243513,0.5641088161526135,0.5767493108091741,0.6401737797086634
PC.Visual Object Identification,0.8265799701699365,-0.2190899617747926,0.005901359537481008,0.6022090128905945,0.5212264753490383,0.6276017721307365
ST.Heat,0.8265972084744604,-0.2190678320205437,0.005821722716256795,0.6181981226570934,0.4984056962783231,0.6223567459988391
BD.Cognition.Language.Orthography,0.8267678529650467,-0.21884877214132548,0.005034877508736404,0.8080291729925186,0.24296930899864877,0.5610580897272112
Contrast.Experience Dependent Change,0.8267712401018374,-0.21884442410975824,0.005019303566456196,0.8124765235951166,0.23723237224972155,0.5596371542094609
BD.Cognition.Language.Speech,0.11471479903713677,1.5773509324540766,0.004728092521497853,0.816069439066288,0.23260333283474038,0.5349960792249513
PC.Counting/Calculation,0.8267811758044654,-0.21883166977756133,0.004973634369942146,0.8256999361572732,0.22021985238269356,0.5554149609229623
ST.Digits,0.4965666378225275,0.6799018063289384,0.004789050992994481,0.8272179115265091,0.21827107295365694,0.5395597858417609
PC.Theory of Mind,0.8268262705103185,-0.21877378273775072,0.004766677719832394,0.889227905115915,0.13928125085244822,0.5351778656126482
ST.Pseudowords,0.8268317644947079,-0.21876673028607718,0.004741505043721297,0.8973829355438453,0.12896804307366527,0.532584591172473
PC.Film Viewing,0.826837148092181,-0.21875981954510507,0.004716848045143088,0.9054661371944317,0.11875919538704717,0.5300149540696432
BD.Cognition.Language.Phonology,0.8268397995302849,-0.21875641598803033,0.004704708117568566,0.9094810345181649,0.11369316047152488,0.5287388987566608
ST.Pictures,2.400386006673878e-07,5.165311677105298,0.004467198627611713,0.9734015602412248,0.033342377415500564,0.5035274931754529
PC.Face Monitor/Discrimination,0.4966543093502428,0.679763361110144,0.004479558565337346,0.9828005321849298,0.021558005889176175,0.503919372900336
Instruct.Maintain,1.0,-0.0,0.0022245485475006544,0.9467007912159763,-0.06685041067899623,0.0
RM.Wrist,1.0,-0.0,0.0022245485475006544,0.9467007912159763,-0.06685041067899623,0.0
Instruct.Add,1.0,-0.0,0.0022245485475006544,0.9467007912159763,-0.06685041067899623,0.0
PC.Multi-Tasking,1.0,-0.0,0.0022245485475006544,0.9467007912159763,-0.06685041067899623,0.0
ST.Interactive Computer Program,1.0,-0.0,0.0022245485475006544,0.9467007912159763,-0.06685041067899623,0.0
ST.Arrow,1.0,-0.0,0.0022245485475006544,0.9467007912159763,-0.06685041067899623,0.0
ST.Interactive Computer Game,1.0,-0.0,0.0022245485475006544,0.9467007912159763,-0.06685041067899623,0.0
BD.Pharmacology.Caffeine,1.0,-0.0,0.0022245485475006544,0.9467007912159763,-0.06685041067899623,0.0
ST.Letters and abstract objects,0.06991273767735177,-1.8124756200575955,0.0022248396806700695,0.9246746937926709,-0.09454694364265764,0.0
RT.Unknown,0.06991273767735177,-1.8124756200575955,0.0022248396806700695,0.9246746937926709,-0.09454694364265764,0.0
ST.Spinner,0.06991273767735177,-1.8124756200575955,0.0022248396806700695,0.9246746937926709,-0.09454694364265764,0.0
RT.Breath-Hold,0.06991273767735177,-1.8124756200575955,0.0022248396806700695,0.9246746937926709,-0.09454694364265764,0.0
RM.Unknown,0.06991273767735177,-1.8124756200575955,0.0022248396806700695,0.9246746937926709,-0.09454694364265764,0.0
BD.Interoception.Thermoregulation,0.06991273767735177,-1.8124756200575955,0.0022248396806700695,0.9246746937926709,-0.09454694364265764,0.0
ST.Faces and Scenes,0.06991273767735177,-1.8124756200575955,0.0022248396806700695,0.9246746937926709,-0.09454694364265764,0.0
ST.Vignettes,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
PC.Fluency Induction,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
ST.Playing Cards,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
Instruct.Predict,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
RM.Shoulder,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
PC.Visual Motion,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
PC.Cued Speech,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
BD.Pharmacology.Alcohol,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
ST.Instruction,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
ST.Braille,0.14512035720693284,-1.4569855927715631,0.002225130890052356,0.907808306422459,-0.11580346234881234,0.0
ST.Blurred disk,0.17926260621678397,-1.3430289304682033,0.0022254221756774447,0.8936183967727627,-0.13372707237850617,0.0
ST.Air Puff,0.17926260621678397,-1.3430289304682033,0.0022254221756774447,0.8936183967727627,-0.13372707237850617,0.0
RT.Whistle,0.17926260621678397,-1.3430289304682033,0.0022254221756774447,0.8936183967727627,-0.13372707237850617,0.0
ST.Abstract Patterns,0.17926260621678397,-1.3430289304682033,0.0022254221756774447,0.8936183967727627,-0.13372707237850617,0.0
PC.Stroop-Counting,0.17926260621678397,-1.3430289304682033,0.0022254221756774447,0.8936183967727627,-0.13372707237850617,0.0
PC.Physical Size,0.17926260621678397,-1.3430289304682033,0.0022254221756774447,0.8936183967727627,-0.13372707237850617,0.0
PC.Luminance,0.17926260621678397,-1.3430289304682033,0.0022254221756774447,0.8936183967727627,-0.13372707237850617,0.0
PC.Whistling,0.17926260621678397,-1.3430289304682033,0.0022254221756774447,0.8936183967727627,-0.13372707237850617,0.0
PC.Thirst Induction,0.19834589310316847,-1.2862784715176994,0.0022257135375752814,0.8811423828843128,-0.14952119915526996,0.0
PC.Trauma Recall,0.19834589310316847,-1.2862784715176994,0.0022257135375752814,0.8811423828843128,-0.14952119915526996,0.0
RM.Other,0.19834589310316847,-1.2862784715176994,0.0022257135375752814,0.8811423828843128,-0.14952119915526996,0.0
ST.Film Clip,0.19834589310316847,-1.2862784715176994,0.0022257135375752814,0.8811423828843128,-0.14952119915526996,0.0
RT.Blink,0.19834589310316847,-1.2862784715176994,0.0022257135375752814,0.8811423828843128,-0.14952119915526996,0.0
BD.Perception.Somesthesis.Pain,0.8269615733685448,-0.21860010196006138,0.004150875433772322,0.8788453033178788,-0.15243316183670344,0.46151922475773677
PC.Word Stem Completion (Covert),0.21049267335483732,-1.2522118659537795,0.0022260049757758284,0.8698862374379301,-0.16380299045416216,0.0
PC.Driving,0.21049267335483732,-1.2522118659537795,0.0022260049757758284,0.8698862374379301,-0.16380299045416216,0.0
PC.Magnitude Comparison (Non-symbolic),0.21049267335483732,-1.2522118659537795,0.0022260049757758284,0.8698862374379301,-0.16380299045416216,0.0
ST.Cartoons,0.21049267335483732,-1.2522118659537795,0.0022260049757758284,0.8698862374379301,-0.16380299045416216,0.0
ST.Animations,0.21049267335483732,-1.2522118659537795,0.0022260049757758284,0.8698862374379301,-0.16380299045416216,0.0
RT.Micturate,0.21049267335483732,-1.2522118659537795,0.0022260049757758284,0.8698862374379301,-0.16380299045416216,0.0
BD.Emotion.Happiness.Humor,0.21049267335483732,-1.2522118659537795,0.0022260049757758284,0.8698862374379301,-0.16380299045416216,0.0
ST.Faces,0.4967265464112852,0.6796492987947329,0.004228967929119958,0.8691747956877625,-0.16470676032735118,0.470107979984198
ST.Scenes,0.21889506655845714,-1.229471527914991,0.0022262964903090625,0.8595562761817186,-0.17693903583409487,0.0
PC.Hand-Eye Coordination,0.21889506655845714,-1.229471527914991,0.0022262964903090625,0.8595562761817186,-0.17693903583409487,0.0
PC.Meditation,0.21889506655845714,-1.229471527914991,0.0022262964903090625,0.8595562761817186,-0.17693903583409487,0.0
PC.Magnitude Comparison (Symbolic),0.21889506655845714,-1.229471527914991,0.0022262964903090625,0.8595562761817186,-0.17693903583409487,0.0
PC.Digit/Numerical,0.21889506655845714,-1.229471527914991,0.0022262964903090625,0.8595562761817186,-0.17693903583409487,0.0
Instruct.Update,0.2250508423364949,-1.213206597555744,0.002226588081204977,0.8499610116597602,-0.18916817284594356,0.0
PC.Writing,0.2250508423364949,-1.213206597555744,0.002226588081204977,0.8499610116597602,-0.18916817284594356,0.0
PC.Sexual Arousal/Gratification,0.22975392961661217,-1.2009929666572934,0.0022268797484935815,0.8409673418282796,-0.20065628769219634,0.0
Instruct.Experience,0.22975392961661217,-1.2009929666572934,0.0022268797484935815,0.8409673418282796,-0.20065628769219634,0.0
PC.Passive Viewing,0.826982315713277,-0.2185734767451723,0.004057595498963578,0.8366968387140781,-0.20612043238678662,0.4480934136106549
RM.Leg,0.23346392071153552,-1.1914832695834732,0.0022271714922048997,0.8324782870494336,-0.21152415318475673,0.0
RM.Not Defined.,0.23346392071153552,-1.1914832695834732,0.0022271714922048997,0.8324782870494336,-0.21152415318475673,0.0
ST.Not Defined.,0.23346392071153552,-1.1914832695834732,0.0022271714922048997,0.8324782870494336,-0.21152415318475673,0.0
BD.Not Defined.,0.23346392071153552,-1.1914832695834732,0.0022271714922048997,0.8324782870494336,-0.21152415318475673,0.0
ST.Reversed Speech,0.23346392071153552,-1.1914832695834732,0.0022271714922048997,0.8324782870494336,-0.21152415318475673,0.0
Instruct.Not Defined.,0.23346392071153552,-1.1914832695834732,0.0022271714922048997,0.8324782870494336,-0.21152415318475673,0.0
SM.Not Defined.,0.23346392071153552,-1.1914832695834732,0.0022271714922048997,0.8324782870494336,-0.21152415318475673,0.0
RT.Not Defined.,0.23346392071153552,-1.1914832695834732,0.0022271714922048997,0.8324782870494336,-0.21152415318475673,0.0
PC.Stroop-Emotional,0.2364651585886582,-1.183868405501398,0.0022274633123689725,0.8244205834162145,-0.22186293707933044,0.0
ST.Uniform Screen,0.2364651585886582,-1.183868405501398,0.0022274633123689725,0.8244205834162145,-0.22186293707933044,0.0
RM.Torso,0.2364651585886582,-1.183868405501398,0.0022274633123689725,0.8244205834162145,-0.22186293707933044,0.0
ST.Tools,0.2364651585886582,-1.183868405501398,0.0022274633123689725,0.8244205834162145,-0.22186293707933044,0.0
PC.Estimation,0.2364651585886582,-1.183868405501398,0.0022274633123689725,0.8244205834162145,-0.22186293707933044,0.0
PC.Hypercapnia,0.23894294771726907,-1.1776330006588247,0.0022277552090158564,0.8167372715430761,-0.2317434630334144,0.0
PC.Episodic Recall,0.23894294771726907,-1.1776330006588247,0.0022277552090158564,0.8167372715430761,-0.2317434630334144,0.0
Instruct.Rate,0.23894294771726907,-1.1776330006588247,0.0022277552090158564,0.8167372715430761,-0.2317434630334144,0.0
BD.Interoception.Respiration Regulation,0.23894294771726907,-1.1776330006588247,0.0022277552090158564,0.8167372715430761,-0.2317434630334144,0.0
RT.Write,0.24102319941818917,-1.1724331433720523,0.0022280471821756226,0.8093830222048911,-0.24122204971772204,0.0
PC.Word Stem Completion (Overt),0.24279445318698886,-1.1680305227233752,0.0022283392318783587,0.8023210562584152,-0.25034435712701947,0.0
ST.Stories,0.24279445318698886,-1.1680305227233752,0.0022283392318783587,0.8023210562584152,-0.25034435712701947,0.0
PC.Flashing Checkerboard,0.24432078005285654,-1.1642547706679887,0.0022286313581541687,0.7955210405890313,-0.2591480132026888,0.0
PC.Tower of London,0.24432078005285654,-1.1642547706679887,0.0022286313581541687,0.7955210405890313,-0.2591480132026888,0.0
Instruct.Sing,0.24432078005285654,-1.1642547706679887,0.0022286313581541687,0.7955210405890313,-0.2591480132026888,0.0
RT.Drink,0.24681714220511303,-1.1581149197531917,0.0022292158405455022,0.7826092803533737,-0.27592030186055405,0.0
ST.Inhalation,0.24681714220511303,-1.1581149197531917,0.0022292158405455022,0.7826092803533737,-0.27592030186055405,0.0
PC.Music Production,0.24681714220511303,-1.1581149197531917,0.0022292158405455022,0.7826092803533737,-0.27592030186055405,0.0
PC.Object Manipulation/Discrimination,0.24681714220511303,-1.1581149197531917,0.0022292158405455022,0.7826092803533737,-0.27592030186055405,0.0
PC.Video Games,0.24681714220511303,-1.1581149197531917,0.0022292158405455022,0.7826092803533737,-0.27592030186055405,0.0
PC.Self-Reflection,0.24785087965186053,-1.1555851631457836,0.0022295081967213114,0.7764576912551638,-0.2839382653585529,0.0
BD.Interoception.Thirst,0.24785087965186053,-1.1555851631457836,0.0022295081967213114,0.7764576912551638,-0.2839382653585529,0.0
Instruct.Report,0.2487726252287412,-1.1533356930353516,0.002229800629590766,0.7704869775126483,-0.2917379674782865,0.0
PC.Hunger/Satiety,0.2487726252287412,-1.1533356930353516,0.002229800629590766,0.7704869775126483,-0.2917379674782865,0.0
PC.Semantic Monitor/Discrimination,0.49677210779345193,0.6795773619219473,0.004073926918985428,0.766393705551405,-0.29709536152643856,0.4462971119360724
PC.Gambling,0.24959964087490022,-1.1513223617099277,0.0022300931391840482,0.7646833297495877,-0.29933647095344634,0.0
BD.Perception.Vision.Color,0.24959964087490022,-1.1513223617099277,0.0022300931391840482,0.7646833297495877,-0.29933647095344634,0.0
PC.Recitation/Repetition (Covert),0.24959964087490022,-1.1513223617099277,0.0022300931391840482,0.7646833297495877,-0.29933647095344634,0.0
PC.Isometric Force,0.24959964087490022,-1.1513223617099277,0.0022300931391840482,0.7646833297495877,-0.29933647095344634,0.0
ST.Mathematical Equation,0.2503458147277946,-1.1495098324565196,0.0022303857255313564,0.7590346365087333,-0.3067487286395867,0.0
PC.Affective Words,0.2503458147277946,-1.1495098324565196,0.0022303857255313564,0.7590346365087333,-0.3067487286395867,0.0
Instruct.Answer,0.2503458147277946,-1.1495098324565196,0.0022303857255313564,0.7590346365087333,-0.3067487286395867,0.0
PC.Lexical Decision,0.2510224468836244,-1.1478694854890494,0.002230678388662905,0.7535302048089644,-0.31398793156695876,0.0
RT.Smile,0.2510224468836244,-1.1478694854890494,0.002230678388662905,0.7535302048089644,-0.31398793156695876,0.0
BD.Interoception,0.2510224468836244,-1.1478694854890494,0.002230678388662905,0.7535302048089644,-0.31398793156695876,0.0
RM.Pelvis,0.25163882535072585,-1.1463778941038831,0.002230971128608924,0.7481605372407378,-0.32106578648324957,0.0
