Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	40.0	22.0	-8.0	5.213706708150748	2376
PositiveTail 2	54.0	-48.0	14.0	5.126153974809656	3704
PositiveTail 3	50.0	22.0	22.0	4.434865297092644	936
PositiveTail 4	2.0	30.0	36.0	4.290109943418252	1480
PositiveTail 5	6.0	34.0	22.0	4.211153265081435	1544
